id,name,country,mechanic,govt_take_pct_at_75,contractor_npv_musd_at_75,irr_pct_at_75,breakeven_usd
282,"SCS Corporation, PSA, 2006",Guinea,Production or Profit Sharing Agreement,26.85,2675.5,,-1.0
283,"SCS Corporation, Amendment, 2017",Guinea,Contract Amendment,26.85,2675.5,,-1.0
284,"Summa Energy, PSA, 2008",Guinea,Production or Profit Sharing Agreement,26.85,2675.5,,-1.0
285,"Blocks B4, partial C3, C4, D3, E3, F2, F3",Guinea,Contract Amendment,26.85,2675.5,,-1.0
286,"US Oil Corp., PSA, 2001",Guinea,Production or Profit Sharing Agreement,26.85,2675.5,,-1.0
287,"SCS Corporation, Amendment, 2010",Guinea,Contract Amendment,26.85,2675.5,,-1.0
288,Florim,Brazil,Concession Agreement,42.59,1928.0,221.4,-1.0
289,"Azul Linhas Aereas Brasileiras S.A., Petrobras Distribuidora S.A., 2012",Brazil,Other,56.14,1674.3,409.4,-1.0
290,"Copene Petroquímica do Nordeste S.A., Petróleo Brasileiro S.A. Petrobras, Amendm",Brazil,Contract Amendment,56.14,1674.3,409.4,-1.0
291,"Model Contract, Concession, 2015",Brazil,Concession Agreement,42.59,1928.0,221.4,-1.0
292,"VRG Linhas Aereas S.A., Petrobras Distribuidora S.A., Amendment, 2011",Brazil,Contract Amendment,56.14,1674.3,409.4,-1.0
293,"Petrobras Finance Ltd., Petroleo Brasileiro S.A. Petrobras, U.S. Bank, National ",Brazil,Other,56.14,1674.3,409.4,-1.0
294,"Imperial Petroleum Recovery Corporation, Petroleo Brasileiro S.A. Petrobras, Ser",Brazil,Service Contract,56.14,1674.3,409.4,-1.0
295,"Copene Petroquímica do Nordeste S.A., Petróleo Brasileiro S.A. Petrobras, 1978",Brazil,Other,56.14,1674.3,409.4,-1.0
296,"Model Contract, Concession, 2018",Brazil,Concession Agreement,42.59,1928.0,221.4,-1.0
297,"Model Contract, Concession, 2013, 002",Brazil,Concession Agreement,42.59,1928.0,221.4,-1.0
298,"Petroleo Brasileiro S.A. Petrobras, Presal Petroleo S.A.(PPSA), Shell Brasil Pet",Brazil,Production or Profit Sharing Agreement,56.14,1674.3,409.4,-1.0
299,"Model Contract, Concession, 2008",Brazil,Concession Agreement,42.59,1928.0,221.4,-1.0
300,"Frontera Energy Colombia Corp., Sucursal Colombia Antes Meta Petroleum Corp, Ser",Colombia,Service Contract,36.38,1449.9,,-1.0
301,Interoil Colombia Exploration and Production Antes Mercantile Colombia Oil and G,Colombia,Concession Agreement,36.38,1449.9,,-1.0
302,"Amerisur Exploracion Colombia Limitada Antes Chaco Exploration Colombia, Concess",Colombia,Concession Agreement,36.38,1449.9,,-1.0
303,"Ecopetrol S.A., Concession, 2007",Colombia,Concession Agreement,36.38,1449.9,,-1.0
304,Cajaro,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
305,Tacacho,Colombia,Concession Agreement,36.38,1449.9,,-1.0
306,"YPF Colombia S.A.S., Alange Energy Corp Sucursal Colombia, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
307,"Ecopetrol S.A., Talisman Colombia Oil and Gas Ltd, Service Contract, 2008",Colombia,Service Contract,36.38,1449.9,,-1.0
308,GUA OFF-1,Colombia,Concession Agreement,36.38,1449.9,,-1.0
309,"Frontera Energy Colombia Corp., Sucursal Colombia Antes Meta Petroleum Corp, Sho",Colombia,Concession Agreement,36.38,1449.9,,-1.0
310,"Mompos Oil Company Inc., Concession, 2014",Colombia,Concession Agreement,36.38,1449.9,,-1.0
311,"Telpico Colombia LLC, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
312,"Flamingo Oil S.A., Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
313,"Hocol S.A., Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
314,"Tecnica Vial S.A.S, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
315,"Mekaya Oil and Gas Sucursal Colombia, Petex Offshore Inc Colombia, Amerisur Expl",Colombia,Concession Agreement,36.38,1449.9,,-1.0
316,"Las Quinchas Resource Corp Sucursal Colombia, Frontera Energy Colombia Corp., Su",Colombia,Concession Agreement,36.38,1449.9,,-1.0
317,Colombia Energy Develolpment Co Antes Harken de Colombia II Limitada Sucursal Co,Colombia,Concession Agreement,36.38,1449.9,,-1.0
318,"Andes Energia Argentina S.A. Sucursal Colombia, Integra Oil and Gas S.A.S. Sucur",Colombia,Concession Agreement,36.38,1449.9,,-1.0
319,"Integra Oil and Gas S.A.S. Sucursal Colombia, Andes Energia Argentina S.A. Sucur",Colombia,Concession Agreement,36.38,1449.9,,-1.0
320,"Parex Resources Colombia Ltd Sucursal, Concession, 2007",Colombia,Concession Agreement,36.38,1449.9,,-1.0
321,"Parex Resources Colombia Ltd Sucursal, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
322,"Oiru Corporation, Concession, 2006",Colombia,Concession Agreement,36.38,1449.9,,-1.0
323,"Ecopetrol S.A., Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
324,"Gold Oil  Plc Sucursal Colombia, Concession, 2007",Colombia,Concession Agreement,36.38,1449.9,,-1.0
325,"Shona Energy (Colombia) Limited, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
327,"Geopark Colombia S.A.S., Concession, 2014",Colombia,Concession Agreement,36.38,1449.9,,-1.0
328,VIM 21,Colombia,Concession Agreement,36.38,1449.9,,-1.0
329,"Ecopetrol S.A., Concession, 2005",Colombia,Concession Agreement,36.38,1449.9,,-1.0
330,"Vetra Exploracion Y Produccion Colombia S.A.S., Amerisur Exploracion Colombia Li",Colombia,Concession Agreement,36.38,1449.9,,-1.0
331,"Frontera Energy Colombia Corp, Sucursal Colombia Antes Meta Petroleum Corp, Conc",Colombia,Concession Agreement,36.38,1449.9,,-1.0
332,"ONGC Videsh Limited Sucursal Colombiana, Ecopetrol S.A., Concession, 2007",Colombia,Concession Agreement,36.38,1449.9,,-1.0
333,Putumayo Basin,Colombia,Concession Agreement,36.38,1449.9,,-1.0
334,"Morichal Sinoco S.A. Sucursal Colombia, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
335,"Montajes JM S.A. - En Reorganizacion, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
336,"LOH Energy Sucursal Colombia, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
337,"Hocol S.A., Concession, 2014",Colombia,Concession Agreement,36.38,1449.9,,-1.0
339,"Gran Tierra Energy Colombia Ltd, Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
340,"Frontera Energy Colombia Corp., Sucursal Colombia Antes Meta Petroleum Corp., Gr",Colombia,Concession Agreement,36.38,1449.9,,-1.0
341,"Frontera Energy Colombia Corp., Sucursal Colombia Antes Meta Petroleum Corp., Co",Colombia,Concession Agreement,36.38,1449.9,,-1.0
343,"Cepsa Colombia S.A., Petrolifera Petroleum (Colombia) Limited, Concession, 2005",Colombia,Concession Agreement,36.38,1449.9,,-1.0
344,"Suelopetrol, C.A. Sucursal Colombia, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
346,"Omega Energy Colombia Pudiendo Girar Bajo La Razon Social Omega Energy, Concessi",Colombia,Concession Agreement,36.38,1449.9,,-1.0
347,"New Granada Energy Corporation Sucursal Colombiana, Concession, 2006",Colombia,Concession Agreement,36.38,1449.9,,-1.0
349,"Ecopetrol S.A., Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
350,"ONGC Videsh Limited Sucursal Colombiana, Petrodorado South America S.A. Sucursal",Colombia,Concession Agreement,36.38,1449.9,,-1.0
351,"Cepsa Colombia S.A., Concession, 2008",Colombia,Concession Agreement,36.38,1449.9,,-1.0
352,"Hocol S.A., Concession, 2008",Colombia,Concession Agreement,36.38,1449.9,,-1.0
353,"Anadarko Colombia, PSA, Exploration License, 2021-2",Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
354,VIM 46,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
355,VIM 42,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
356,LLA 141,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
357,VMM 65,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
358,LLA 95,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
359,Caracoli,Colombia,Service Contract,36.38,1449.9,,-1.0
360,Montecristo,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
361,"Frontera Energy Colombia Corp., Sucursal Colombia Antes Meta Petroleum Corp, Con",Colombia,Concession Agreement,36.38,1449.9,,-1.0
362,"Ecopetrol S.A., Concession, 2008",Colombia,Concession Agreement,36.38,1449.9,,-1.0
363,"Lukoil Overseas Colombia Ltda Ahora Nikoil Energy Corp Suc Colombia, Bohemia Inv",Colombia,Concession Agreement,36.38,1449.9,,-1.0
365,"Ecopetrol S.A., Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
366,Block VMM-2,Colombia,Concession Agreement,36.38,1449.9,,-1.0
367,Continental Area VSM 49,Colombia,Concession Agreement,36.38,1449.9,,-1.0
368,"Ecopetrol S.A., Concession, 2019",Colombia,Concession Agreement,36.38,1449.9,,-1.0
369,"Ecopetrol S.A., Parex Resources (Colombia) Ltd, Concession, 2019",Colombia,Concession Agreement,36.38,1449.9,,-1.0
371,Platanillo Block,Colombia,Concession Agreement,36.38,1449.9,,-1.0
372,"Gran Tierra Energy Colombia Ltd, Lewis Energy Colombia Inc, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
373,"Gram Tierra Energy Colombia Ltd, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
374,"Hocol S.A., Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
375,Niscota Block,Colombia,Concession Agreement,36.38,1449.9,,-1.0
376,"Geopark Colombia S.A.S., Verano Energy (Barbados) Limited Sucursal, BD PRoductio",Colombia,Concession Agreement,36.38,1449.9,,-1.0
377,"Hupecol Operating Co LLC, Houston America Energy Corp Sucursal Colombia, Concess",Colombia,Concession Agreement,36.38,1449.9,,-1.0
379,"Geo Technology La Sucursal Colombia, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
380,"Perenco Colombia Limited, Concession, 2004",Colombia,Concession Agreement,36.38,1449.9,,-1.0
382,"Montecz S.A., Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
383,"Hocol S.A., Concession, 2004",Colombia,Concession Agreement,36.38,1449.9,,-1.0
386,"Mansarovar Energy Colombia Ltd, Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
387,"Vetra Exploracion Y Produccion Colombia S.A.S., Canacol Energy Colombia S.A.S., ",Colombia,Concession Agreement,36.38,1449.9,,-1.0
388,"Patriot Energy Sucursal Colombia, Exxonmobil Exploration Colombia Limited, Conce",Colombia,Concession Agreement,36.38,1449.9,,-1.0
389,"ONGC Videsh Limited Sucursal Colombiana, CNE Oil and Gas S.A.S., Concession, 200",Colombia,Concession Agreement,36.38,1449.9,,-1.0
390,SN 9,Colombia,Concession Agreement,36.38,1449.9,,-1.0
391,"Lewis Energy Colombia Inc, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
392,"Hocol S.A., Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
393,"Petro Caribbean Resources Ltd, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
395,"Ecopetrol S.A., Talisman Colombia Oil and Gas Ltd, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
396,"Drummond Ltd., Drummon USA Inc., Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
397,Put-30,Colombia,Concession Agreement,36.38,1449.9,,-1.0
398,"Ecopetrol S.A., Petrobras International Braspetro B.V. Sucursal Colombia, Repsol",Colombia,Concession Agreement,36.38,1449.9,,-1.0
399,"CNE Oil and Gas S.A.S, Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
400,"Parex Resources Colombia Ltd Sucursal, Concession, 2014",Colombia,Concession Agreement,36.38,1449.9,,-1.0
401,"New Horizon Exploration Inc Colombia, Deep Core (Barbados) Inc., Sucursal Colomb",Colombia,Concession Agreement,36.38,1449.9,,-1.0
402,"Green Power Sucursal Colombia, Concession, 2004",Colombia,Concession Agreement,36.38,1449.9,,-1.0
403,"Drummond Ltd., Concession, 2004",Colombia,Concession Agreement,36.38,1449.9,,-1.0
405,"Gran Tierra Energy Colombia Ltd, Gran Tierra Colombia Inc Sucursal, Concession, ",Colombia,Concession Agreement,36.38,1449.9,,-1.0
406,"Lewis Energy Colombia Inc, Concession, 2005",Colombia,Concession Agreement,36.38,1449.9,,-1.0
407,"Hocol S.A., Concession, 2006",Colombia,Concession Agreement,36.38,1449.9,,-1.0
408,"CNE Oil and Gas S.A.S, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
409,"Anadarko Colombia, PSA, Exploration License, 2021-1",Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
410,VSM 13-2,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
411,VMM 4-2,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
412,VMM 53,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
413,SSJS 1-1,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
414,LLA 112,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
415,LLA 74,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
416,"Condor Exploration Inc., Frontera Energy Colombia Corp., Sucursal Colombia Antes",Colombia,Concession Agreement,36.38,1449.9,,-1.0
419,"Maurel and Prom Colombia BV, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
420,"CNE Oil and Gas S.A.S, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
421,"Emerald Energy Plc Sucural Colombia, Concession, 2010",Colombia,Concession Agreement,36.38,1449.9,,-1.0
422,"Advantage Energy Sucursal Colombia, Concession, 2010",Colombia,Concession Agreement,36.38,1449.9,,-1.0
423,"Gran Tierra Energy Colombia Ltd, Concession, 2005",Colombia,Concession Agreement,36.38,1449.9,,-1.0
424,"Morichal Sinoco S.A., Block VMM-17, Concession, Annex, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
425,Continental Area VSM 33,Colombia,Concession Agreement,36.38,1449.9,,-1.0
426,Continental Area LLA 134,Colombia,Concession Agreement,36.38,1449.9,,-1.0
427,Continental Area VSM 36,Colombia,Concession Agreement,36.38,1449.9,,-1.0
428,Continental Area VSM 46,Colombia,Concession Agreement,36.38,1449.9,,-1.0
429,COL-04,Colombia,Concession Agreement,36.38,1449.9,,-1.0
430,"Emerald Energy Plc Sucursal Colombia, Shona Energy (Colombia) Limited, Concessio",Colombia,Concession Agreement,36.38,1449.9,,-1.0
431,"Emerald Energy Plc Sucural Colombia, Ecopetrol S.A., Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
432,Midas,Colombia,Concession Agreement,36.38,1449.9,,-1.0
433,"Emerald Energy Plc Sucursal Colombia, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
434,"Alange Energy Corp Sucursal Colombia, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
439,"BC Exploration y Produccion de Hidrocarburos SL Sucursal Colombia, Concession, 2",Colombia,Concession Agreement,36.38,1449.9,,-1.0
440,"Parex Resources Colombia Ltd Sucursal, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
441,"Emerald Energy Plc Sucural Colombia, Concession, 2006",Colombia,Concession Agreement,36.38,1449.9,,-1.0
445,"Panatlancic Colombia Ltd Sucursal En Colombia, Pluspetrol Colombia Corporation S",Colombia,Concession Agreement,36.38,1449.9,,-1.0
446,Tiple,Colombia,Concession Agreement,36.38,1449.9,,-1.0
447,"Gran Tierra Energy Colombia Ltd, Perenco Colombia Limited, Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
448,"Lewis Energy Colombia Inc, Hocol S.A., Concession, 2008",Colombia,Concession Agreement,36.38,1449.9,,-1.0
449,"Ecopetrol S.A., CPVEN E&P Corp, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
450,"Cleanenergy Resources S.A.S., Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
453,"Gran Tierra Energy Colombia Ltd, Parex Resources Colombia Ltd Sucursal, Concessi",Colombia,Concession Agreement,36.38,1449.9,,-1.0
455,"Amesiur Exploracion Colombia Limitada Antes Chaco Exploracion Colombia, Concessi",Colombia,Concession Agreement,36.38,1449.9,,-1.0
456,"Repsol Exploracion Colombia S.A., Ecopetrol S.A., Concession, 2007",Colombia,Concession Agreement,36.38,1449.9,,-1.0
457,"Gulfsands Petrleum Plc Sucursal Colombia, Concession, 2013",Colombia,Concession Agreement,36.38,1449.9,,-1.0
458,"Gran Tierra Colombia Inc Sucursal, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
459,Omnia Energy Inc Sucursal Colombia En Reorganizacion (Antes Santa Maria Petroleu,Colombia,Concession Agreement,36.38,1449.9,,-1.0
461,"Las Quinchas Resource Corp Sucursal Colombia, Concession, 2004",Colombia,Concession Agreement,36.38,1449.9,,-1.0
462,"ONGC Videsh Limited Sucursal Colombiana, Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
463,"Hupecol Operating Co LLC, Concession, 2011",Colombia,Concession Agreement,36.38,1449.9,,-1.0
464,"Tabasco Oil Company LLC, Concession, 2008",Colombia,Concession Agreement,36.38,1449.9,,-1.0
466,Fenix block,Colombia,Concession Agreement,36.38,1449.9,,-1.0
467,"Cepsa Colombia S.A., Gran Tierra Energy Colombia Ltd, Concession, 2009",Colombia,Concession Agreement,36.38,1449.9,,-1.0
468,"Ecopetrol S.A., Concession, 2006",Colombia,Concession Agreement,36.38,1449.9,,-1.0
471,VIM 41,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
472,VMM 14-1,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
473,VMM 4-1,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
474,"Anadarko Colombia, PSA, Exploration License, 2021",Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
475,CPO 11-2,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
476,CP0 4-1,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
477,LLA 113,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
478,LLA 111,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
479,CPE 2-2,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
480,Rio Magdalena,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
481,Miradores,Colombia,Production or Profit Sharing Agreement,36.38,1449.9,,-1.0
482,"ONGC Videsh Limited, Block CPO-5, Concession, 2008",Colombia,Concession Agreement,36.38,1449.9,,-1.0
483,"Model Contract, Concession, 2004, 001",Colombia,Concession Agreement,36.38,1449.9,,-1.0
484,Block Alea 1947-C,Colombia,Concession Agreement,36.38,1449.9,,-1.0
485,Antares,Colombia,Concession Agreement,36.38,1449.9,,-1.0
486,"Frontera Energy Colombia Corp., Sucursal Colombia Antes Meta Petroleum Corp, Tal",Colombia,Service Contract,36.38,1449.9,,-1.0
487,"New Granada Energy Corporation Sucursal Colombiana, Concession, 2004",Colombia,Concession Agreement,36.38,1449.9,,-1.0
488,"Parex Resources Colombia Ltd Sucursal, Concession, 2008",Colombia,Concession Agreement,36.38,1449.9,,-1.0
489,"Ecopetrol S.A., Exxonmobil Exploration Colombia Limited, Service Contract, 2012",Colombia,Service Contract,36.38,1449.9,,-1.0
490,"Ecopetrol S.A., Exxonmobil Exploration Colombia Limited, Concession, 2012",Colombia,Concession Agreement,36.38,1449.9,,-1.0
491,"YPF Colombia S.A.S., Petromont Colombia S.A. - Sucursal Colombia, Concession, 20",Colombia,Concession Agreement,36.38,1449.9,,-1.0
493,"Wattle Petroleum Company, Concession, 2005",Colombia,Concession Agreement,36.38,1449.9,,-1.0
494,Continental Area VIM 22,Colombia,Concession Agreement,36.38,1449.9,,-1.0
495,Continental Area LLA 94,Colombia,Concession Agreement,36.38,1449.9,,-1.0
496,Continental Area VIM 23,Colombia,Concession Agreement,36.38,1449.9,,-1.0
497,Continental Area VIM 44,Colombia,Concession Agreement,36.38,1449.9,,-1.0
499,GUA-OFF-3,Colombia,Concession Agreement,36.38,1449.9,,-1.0
500,COL-3,Colombia,Concession Agreement,36.38,1449.9,,-1.0
501,"Cleanenergy Resources S.A.S., Concession, 2014",Colombia,Concession Agreement,36.38,1449.9,,-1.0
502,"Geopark Colombia S.A.S., Concession, 2004",Colombia,Concession Agreement,36.38,1449.9,,-1.0
504,Merecure,Colombia,Concession Agreement,36.38,1449.9,,-1.0
505,Puntero,Colombia,Concession Agreement,36.38,1449.9,,-1.0
512,"Frontera Energy Colombia Corp, Sucursal Colombia Antes Meta Petroleum Corp, Gran",Colombia,Concession Agreement,36.38,1449.9,,-1.0
514,"CNE Oil and Gas S.A.S, Conocophillips Colombia Vetnures Ltd. Sucursal Colombia, ",Colombia,Concession Agreement,36.38,1449.9,,-1.0
